seed,biting_rate,ectopic_recombination_rate,immigration_rate_fraction,immunity_loss_rate,mutation_rate,n_genes_initial,switching_rate,transmissibility,instance
10407_1375417444_2069674842_-414673191_-1549934906_2134703778_1578046208,8.36961351913784e-05,6.80548543475714e-07,0.00207715750033165,0.000655266598384263,2.19518097480681e-08,31396.002214097,0.174222218270568,0.80479587961104,6649
10407_335849481_-457458341_-544517198_732473782_-1914768299_424493672,5.04117988988054e-05,5.81074184347001e-07,0.00262076854534072,0.00190027960669812,1.17657042725588e-08,34893.482681249,0.171382450145039,0.62900987277038,6650
10407_1807423569_-360499024_847924331_680798135_-129224136_702559451,6.54149412269868e-05,1.22520535661374e-06,0.00369346654577977,0.000779840030183879,1.3382828962065e-08,19238.249125349,0.180251577310207,0.929486505026302,6651
10407_-1951013950_-1176481740_1313473489_-1691529482_944157635_1321954894,7.23039480947328e-05,1.09793653197096e-06,0.00435863272170334,0.000846628113464239,2.47553174225687e-08,11039.219952757,0.190578327338326,0.278128642928527,6652
10407_1854735360_26382702_-2054915927_1062086579_1101276191_1906431095,6.42836019307292e-05,1.2550363557143e-06,0.00302654205695036,0.00125414927272578,1.49679517627674e-08,24086.9283768421,0.183728895836573,0.201828979543277,6653
10407_-2142913384_-1818441294_-1391069330_1619494591_-1129950175_-1736378851,6.00345119914863e-05,1.10721377091561e-06,0.00289758289914849,0.00121712067664653,1.64961676842696e-08,21057.8511681543,0.179705803037863,0.504596449110214,6654
10407_-549223213_-53414664_-239206529_270592751_1397744973_-1679726216,7.60332694264772e-05,5.63512252820445e-07,0.00265208679364561,0.00191176284752297,2.26025132648598e-08,19684.4052381493,0.190068984858831,0.270014100849741,6655
10407_-1157931531_-1510669947_99086007_424227960_575403555_-705641221,8.59818265966797e-05,1.19924971620527e-06,0.00358675724938192,0.00149003301684883,1.56212130698587e-08,33070.4266177829,0.188750822190552,0.366718964828372,6656
10407_-1028199126_339928058_-1764576408_1946422667_605408595_-1182818682,8.94175600030436e-05,8.44296285753574e-07,0.00313099815205153,0.00124073469637834,2.36067165873694e-08,11141.022677036,0.190753481053528,0.249453808776189,6657
10407_1902854009_1902160411_1784038363_-1993038743_934500950_-645877896,8.33325966105575e-05,1.02339608321372e-06,0.00506673325400457,0.000973431022957134,2.31728599465599e-08,19804.2763100571,0.175214916564333,0.739954735101215,6658
10407_1920111593_2071850975_481319373_1864452308_455066997_-1947302309,7.8133284513681e-05,1.76971341746643e-06,0.00273734232766829,0.00112259942603935,1.2591477628848e-08,17671.3134629198,0.171702478356471,0.86490423375494,6659
10407_1648167103_-961820161_-210334943_1072558656_-1387786541_-1595317876,7.16039983336073e-05,7.02827141244593e-07,0.00137086905276163,0.0017157749667123,1.33313901594893e-08,18997.5170090087,0.173312697764735,0.222303487825478,6660
10407_1136899443_-1067915716_100501762_-1077728194_-1172710396_1948607082,9.60225851200079e-05,1.4869758896461e-06,0.00226912014404435,0.000724215188768229,1.71263598991359e-08,15688.1991817249,0.175112304486668,0.829128044458664,6661
10407_500761803_-99216376_141153309_172388105_-176161947_-309714581,7.19810879872073e-05,8.99589776592669e-07,0.00431263150516827,0.00179428566848856,2.01850656262719e-08,14487.4826322265,0.170918762454009,0.213178686808211,6662
10407_2137494250_-1011843538_814174349_1682681993_-602431584_936809211,9.78781086202325e-05,9.79520419588178e-07,0.00174726091900017,0.000972160095529133,2.60554134153559e-08,13645.617629812,0.194402213579939,0.122725636528594,6663
10407_-2026098972_2052392109_312751366_-448800794_1377441361_-1179015548,6.98744577369929e-05,5.65161980942925e-07,0.00171387958092507,0.0016201927137974,7.1887981484381e-09,31375.530980388,0.174145877492157,0.131029963071757,6664
10407_1901190317_-1508520752_-66978184_288994684_1893493809_1944071851,8.87461144192213e-05,1.19728699531908e-06,0.00227106074726774,0.000550721392812714,1.34226384529913e-08,25352.6591395137,0.19267372749452,0.176368496614845,6665
10407_-91881501_916694297_-297531496_1762134898_508949057_1629870258,5.00228330331402e-05,8.13192861349397e-07,0.00482184504973,0.00192906953496376,2.66153721835549e-08,34910.8881171005,0.184320343541804,0.827400229354752,6666
10407_1454470087_427891858_-1440964575_1695007339_-1582351537_-725921523,5.56574992025454e-05,1.66407918818658e-06,0.00317220617886903,0.00130395793583599,2.26793728882719e-08,26528.4441518628,0.177047210172717,0.98358276915777,6667
10407_-258556196_1467879340_146057558_-1806096089_1585342320_-1119366094,5.37346370840892e-05,1.15130766783259e-06,0.00362272998865954,0.00052983811736036,1.5130628566578e-08,26253.2286899033,0.179137356635438,0.465300504338056,6668
10407_937550087_1227248765_-1660347338_1548340843_-647802673_-1017496986,9.61669752751112e-05,1.09456691624134e-06,0.00442225419579647,0.00193878070417127,1.94323244648997e-08,33322.2555387331,0.197000340885583,0.212717314993084,6669
10407_-190528962_-2056357190_-1083614102_584776559_1151985605_-1387684710,7.56992234951571e-05,5.50862747149336e-07,0.00271469935637708,0.000897611699215118,1.90321745108112e-08,33566.6982352839,0.179233837121531,0.85593628138345,6670
10407_-335365264_-146249890_-693868751_-1381176348_1158761671_-1292805951,7.39971745743096e-05,1.35092234973763e-06,0.00495947389611033,0.00196008242389744,2.15235549399417e-08,13218.8617497155,0.188166858149243,0.616535639196626,6671
10407_1098304742_25217093_-185743120_2147464612_238879439_2125346566,8.71574802645336e-05,1.41353207393218e-06,0.00362801659659756,0.00101045818482886,1.46394069101876e-08,24633.4701092294,0.199019135703616,0.36767790504894,6672
10407_-1332155693_1792577497_-2086501382_2114243020_-1385910246_-2051686071,8.97821805233266e-05,4.88188556405251e-07,0.00248194826657024,0.0014967820159645,2.50245713356146e-08,27085.5480159,0.181023111717723,0.734145081209421,6673
10407_-1882174293_1313394118_-76550882_431920632_-1743355379_-1766924139,6.02782618498656e-05,7.08873568174839e-07,0.00445756548175191,0.001397450749962,1.5416945797983e-08,11243.9609279573,0.177098983134761,0.516830538122022,6674
10407_-1028402147_-925593966_-1261772327_-1591222568_1498272782_-689113073,6.62674790779314e-05,1.69531417139434e-06,0.00218026070142029,0.000919313669685651,2.15999778544922e-08,20490.9894906357,0.180148354333168,0.818333263172621,6675
10407_-1051328680_1510982877_-314757853_1104141806_-257744447_-1979802751,9.62637255074177e-05,1.93109275888387e-07,0.00351678904588941,0.00142538551469876,2.30275480123143e-08,29683.1756867964,0.19014672889266,0.682890736502158,6676
10407_-1976866114_1190475368_1652976070_-1022051297_-125572491_1595431548,7.44418065513416e-05,1.43308554219429e-06,0.00299029185978889,0.00128745785055126,2.83587127835731e-08,34703.0745597575,0.187848197481617,0.513401150259472,6677
10407_-1288564268_133847541_-2075104723_979113859_1423643895_1963958452,7.73892242093562e-05,9.92632412264824e-07,0.00437168690352583,0.000915765998314313,2.44520982777396e-08,11700.1845247842,0.182269251034472,0.780838363175538,6678
10407_-1469273512_456405246_391038560_571977821_1194194724_-519631973,7.35542920342804e-05,8.72275944411794e-07,0.00414748473418189,0.00154963319044187,1.59606368390828e-08,21214.8859013336,0.180115854819738,0.136350980412629,6679
10407_-818572370_-61140844_577138876_525241089_-2105801531_1399886969,7.2266050535886e-05,6.19231384937575e-07,0.00197432104451999,0.00123645798525727,7.9000119859631e-09,21659.2767096601,0.176873949407053,0.139040725767734,6680
10407_-1482543409_1683941151_1511361635_-1817852656_-154449552_1998118975,8.6543342111288e-05,2.86117977690877e-07,0.00478092679658268,0.00106883263815286,1.65665671926091e-08,24117.6290568258,0.1808871057472,0.715986821696094,6681
10407_-2027608648_-1402968938_747524685_-2089652677_-530897968_327767479,9.55320031134427e-05,1.52165913186842e-06,0.00280280385435062,0.000819348556595229,2.312898617532e-08,20776.3465315647,0.182063169428888,0.582527181484563,6682
10407_-1333430441_411444237_1154818040_859292075_1846602213_-710715264,6.33390540331525e-05,5.66429633994552e-07,0.00175868229819268,0.00180047213341169,1.54247147533776e-08,12368.837341052,0.172270749065196,0.140564266045876,6683
10407_595150519_1015229735_225704661_1561717208_-1050471469_-717675963,7.67954383877036e-05,5.87053950863532e-07,0.00419088389460089,0.000653247100019352,8.89243865794984e-09,12359.61858182,0.195868456000801,0.868477875422875,6684
10407_-2127764017_-1810047368_-1155566215_550656006_1690244558_-738884644,9.4149720432785e-05,1.68852181654724e-06,0.00483431016003975,0.000756513466679736,9.0313337899901e-09,27348.6828170777,0.192878211049952,0.657072677274425,6685
10407_817301478_1290371873_2099952513_-1540411295_471343418_-1213283975,9.10076072827828e-05,1.20822935781274e-06,0.00423921870687856,0.00126883382808103,1.54800694910924e-08,21573.5477365898,0.183858996816679,0.383721128497854,6686
10407_-918010994_-1786096856_-260606233_-1003745455_-1001599958_1351113934,7.32657219623277e-05,1.05002064279701e-06,0.00262733612383261,0.00195971134217791,2.05556414871664e-08,32842.2314639348,0.179855797536652,0.583306453380979,6687
10407_1590938449_1059236814_-2109201098_-681827770_279775462_1208258821,8.2987893444831e-05,4.6916215689486e-07,0.00164613951533451,0.000703859844188229,1.76525271481018e-08,17238.1020628055,0.196137536125242,0.598462125141225,6688
10407_112192634_1090898855_-538642786_222856701_1873502160_929015097,8.02119474533241e-05,9.13583380787412e-07,0.00457769328642665,0.00194626742737164,2.74896765593228e-08,33008.6655907957,0.191363241692009,0.505671467626215,6689
10407_1063450408_-819649707_171317483_-605820761_1490273951_1593697803,6.42394676686417e-05,1.65661422112737e-06,0.00517332606438086,0.0010508823811469,1.39814621213087e-08,18961.0456749798,0.182367813264878,0.498382328253132,6690
10407_288854264_1111780850_185809124_-1899770803_-346230408_-1441712510,5.32249942978259e-05,1.78908044027344e-06,0.00509692585290202,0.00117998149656071,1.14356305143773e-08,13907.7281989764,0.179612465149826,0.941677822625683,6691
10407_-1478020032_-1564538853_2014235903_-79717472_-1811299335_-95776377,8.09092836433861e-05,3.53720688919396e-07,0.00455566675476013,0.000838404765631495,2.77991618458438e-08,26878.8171477478,0.173789397098368,0.971508854427105,6692
10407_1871303916_418471692_858929405_-673762850_1697908833_-1159693856,7.44357517441325e-05,4.82037960638949e-07,0.00240740845602728,0.00167554116802554,7.40198322853252e-09,10553.6410991825,0.173367477265632,0.983305621264943,6693
10407_-957511981_683040005_507829924_-376956794_575459916_-1855895512,5.9515826080854e-05,8.87965427988828e-07,0.00373413432060007,0.00192729219590068,1.28520665396037e-08,20504.5419350611,0.170205411101937,0.414071364510902,6694
10407_-456470134_198444768_1933197879_-1632245847_79476596_-1453029629,7.0206450195626e-05,1.27100415934307e-06,0.00206560090611858,0.00101956545695825,7.13591272763082e-09,17029.2909302026,0.180106842941677,0.705377853502765,6695
10407_29555791_99071203_1901174783_1956432565_1607535818_-41075468,5.23293892777366e-05,6.55514996282285e-07,0.00240309440398265,0.000808178491923216,2.78695228820585e-08,15459.3929303768,0.173923479097007,0.250018865051868,6696
10407_1126560881_1196503786_298847636_182704814_1526639818_-816091972,9.01792619405952e-05,1.39492424329598e-06,0.00146608984421668,0.00128616386250538,2.49428888409671e-08,11296.4848207143,0.190347216915975,0.878291927238061,6697
10407_-97690565_1561132225_731409905_1415203657_-1128503852_-2013987949,5.0885414469016e-05,6.96413332674709e-07,0.00165782891302291,0.000676143864657508,2.34913816469155e-08,15820.9531870712,0.19991672969222,0.899263940373613,6698
10407_-472682413_1948705467_-506777051_-1903430575_-1921323086_-1393260344,9.28236562993411e-05,9.59942394667241e-07,0.00131686625427486,0.00123402296782235,2.01511397176065e-08,23050.880796481,0.175210756023131,0.735244602471698,6699
10407_1451686287_-810635898_1297592950_-2129719742_487258975_1013425770,6.8976830715734e-05,1.48861997874785e-06,0.00172608589214069,0.00159585961689624,2.33022506960833e-08,11992.7295544695,0.173429363220226,0.200050741698172,6700
10407_-783849065_174075409_528767943_1523348788_1411574715_-159497960,6.32510402099908e-05,1.65107308796315e-06,0.003444921850182,0.00148771502276899,1.24744816034326e-08,13103.4704819838,0.196662036573215,0.788013587142481,6701
10407_1919863539_-861705335_-194613296_-1817979285_-482528659_1493612700,6.24311737965101e-05,1.01228752218832e-06,0.00152073895860038,0.00136650150184312,1.16120043693515e-08,17921.3449460365,0.171905495875652,0.427186213909449,6702
10407_-470218966_-620506765_1375972911_-1074956593_237603587_-1481192466,8.56544091022337e-05,2.68358489044595e-07,0.00495604084653266,0.00124131631020801,1.06609996077587e-08,32330.386216829,0.178239237261265,0.182354166225907,6703
10407_-784196013_-902432551_-738949518_114883957_846215148_-217680174,5.49550890923061e-05,1.64136758541445e-06,0.00464326216476261,0.00114236176252529,1.69962465653502e-08,29284.6292049245,0.187539862777484,0.633347223948146,6704
10407_-2041463673_-1972340584_-707394021_-1341847993_-1296011230_671496969,5.37990574255799e-05,1.68088293210124e-06,0.0018848568445917,0.00154156627917349,1.29448805397042e-08,27798.5432906237,0.183791128315874,0.593260494767513,6705
10407_-108824856_2121380375_-620283240_287726918_-1047701186_-1169197141,8.55389812149359e-05,4.34043448054717e-07,0.00223066990832453,0.00136224221289634,2.27207195872396e-08,30849.5946333031,0.190647668422921,0.824441749246138,6706
10407_1501593848_-590820380_954224047_713985647_232315288_-609564066,8.61615061998701e-05,1.06658871055066e-06,0.00332010547676689,0.000715919067378762,1.26733061054529e-08,26667.0827489186,0.18492319964352,0.111224018940454,6707
10407_-909221825_821997395_300914206_-2076328885_857960892_-1618612387,5.26420588855206e-05,1.22210169793169e-06,0.00361192866933634,0.0018804649130339,2.0643931064556e-08,27963.1409442552,0.170430731253787,0.919707070296792,6708
10407_-1050347424_1532418174_-606199545_-1735697758_-294804277_1670376034,6.77708216405822e-05,1.4942769392313e-06,0.00275111113129498,0.000773384908730702,8.38597613007888e-09,17142.7335765448,0.197254189693842,0.46681381145585,6709
10407_-209555305_-730186484_937235843_-1615133870_-259388342_-1184952911,6.9326294295503e-05,5.24816891584469e-07,0.00191395992590483,0.000875777205803992,2.13123060408344e-08,16264.4151654644,0.17613882735209,0.595471231011398,6710
10407_1541095512_2041396509_-1395867397_-525032615_-1901883646_-1345512083,6.98592525210696e-05,7.12044319116838e-07,0.00356713320742917,0.00170834169786125,2.358211981182e-08,29783.1881672108,0.189327834791382,0.573317792052584,6711
10407_771909813_1272533339_1892102074_-540438109_-1918490734_41938894,5.01330588138374e-05,1.08216430051922e-06,0.00511967571398752,0.000709962283345412,2.71374109316378e-08,20094.7579493463,0.173309982986204,0.894373994672512,6712
10407_-2123113853_-1151424542_1351098568_641172678_1210577612_-1055327585,5.97403048712169e-05,8.6881005207083e-07,0.0019066817536386,0.00117759766985719,8.1150431743414e-09,13699.1201054592,0.199803191924477,0.169892455164024,6713
10407_1333201969_-538744224_-1306674327_-354201116_1646053951_-913753572,9.9994979960694e-05,1.4033702264221e-06,0.00443926265933442,0.00137505592528805,1.61886058559429e-08,32015.7514911599,0.17766949894816,0.302339430928842,6714
10407_-218234053_1861199250_-1159567224_-1767059783_-963625645_-258286068,7.42539155576877e-05,8.22357223710918e-07,0.00397669529708018,0.00149143365356619,2.76725044581802e-08,15587.3494412291,0.185479013960829,0.930198214994433,6715
10407_-1946492049_-173723018_836287459_1478564716_-642459062_1238827286,8.38383151968157e-05,8.04580701102474e-07,0.00168482037768385,0.00125831198230967,1.91177066771414e-08,25745.403956205,0.197141331431474,0.241222238264035,6716
10407_1253630685_-287720428_-466480657_608672735_1920012470_-711753833,7.12508626369726e-05,1.5521648416515e-06,0.00396349884848277,0.000667729849588343,2.00751525194838e-08,16251.9517369575,0.185332097590394,0.428569512096809,6717
10407_-511148673_1866174784_1256513161_-504987035_-886194234_-1428147173,8.07371542937071e-05,1.71997165352723e-06,0.00443388680744341,0.000606286617558535,2.71471107432136e-08,28433.1200498116,0.184444051696044,0.126906489136521,6718
10407_-295118453_-134574650_2015050964_-526209108_1524094986_1599328553,5.68304108705489e-05,1.37940652191336e-06,0.00259981091300445,0.00125917778344749,1.85891961560632e-08,28290.3793354385,0.189744034762666,0.304302801956713,6719
10407_979767362_1056957269_1865979479_768174736_859923719_-1766528781,7.79193672310031e-05,1.60083361009736e-06,0.00231990383264655,0.00123373119658391,2.06723228753747e-08,19591.5966431411,0.197926103619385,0.207246667923195,6720
10407_1677289900_-233927430_662573760_-220988357_-182217714_-2082492081,9.54645557600793e-05,1.60796304101177e-06,0.00174167695843519,0.000623894394693468,1.66363313732611e-08,33809.4749924237,0.176466754514122,0.960847492526539,6721
10407_-1706658705_388217161_442556081_801774153_-764878712_-1525065447,7.19172028578389e-05,7.20586446387552e-07,0.00235921854748229,0.000674562620390111,2.51462954890255e-08,23937.3599728051,0.17584613077417,0.975660298912487,6722
10407_298670191_-744070453_-1288419414_-1979166956_1843121721_1387489824,6.57948478244253e-05,1.27066655994956e-06,0.00463788941365198,0.00173138921492349,2.66666928114452e-08,29527.8183138868,0.180048299933975,0.725010035370875,6723
10407_918572181_736683383_1529285861_-109366903_-1956955088_1460796345,9.21851355192402e-05,9.78319286937865e-07,0.00427523337012913,0.00159443433993936,2.7537702450152e-08,15619.3564312412,0.183708448415327,0.257626123046042,6724
10407_-598445662_1699173347_-273240309_-2027447933_-1718836377_1940136495,8.15556520684129e-05,1.08998713660659e-06,0.00340831446109522,0.000828870017652013,1.10022246781113e-08,15355.2284743564,0.184008364560779,0.535551267697232,6725
10407_724622865_1359279131_1105406921_374951811_-1286624884_1542045182,7.58271819532509e-05,1.72466009185782e-06,0.00311109551011617,0.000541271826715058,1.33083204088178e-08,33104.3582233223,0.188101906720558,0.886772739072174,6726
10407_317193342_1209200834_-22087202_-108953253_110897059_-1258833799,8.7051036560475e-05,6.34724683808812e-07,0.0025939876731678,0.00165315492393221,1.25347146155574e-08,18611.990288915,0.188075454073902,0.474729557221653,6727
10407_1212429637_1077272694_819417784_1575388992_-1949564075_-870552003,9.32578186834394e-05,2.03058333742095e-07,0.00338748744588604,0.00188240359102864,2.40214184350916e-08,30869.0783403573,0.192315216297028,0.57971358719774,6728
10407_-1388117648_280242175_-96057590_-520028550_2066131931_-879044585,9.88940069867073e-05,8.51039058544197e-07,0.00514565636805737,0.00177998494947411,9.67299950127487e-09,28097.4049663588,0.180378763411543,0.737273648119207,6729
10407_1973953290_29252467_845984277_-848019958_-165029041_796201410,5.43403419231641e-05,4.51887754401452e-07,0.00400298409950205,0.000881242094884986,1.6355992365728e-08,26499.8498142602,0.18501269338583,0.396243695133727,6730
10407_-2004690190_755855580_-455576150_1691920505_-1284741392_-1760935537,5.93136693301697e-05,6.65425928538051e-07,0.00244514855307595,0.000658516595780591,1.15317047965518e-08,20963.5950065115,0.182468001484082,0.89463734658821,6731
10407_-1990959261_-819171763_188651424_-1921837190_-843959160_-2060971397,5.05904138399302e-05,2.68860082798219e-07,0.00182476508334519,0.000736806332620712,1.21842192022613e-08,19525.7225482216,0.194349536315039,0.566876665586369,6732
10407_-1320081045_1673753974_293136743_-1028683609_-66408825_-393317752,9.94704034781521e-05,1.36506354993969e-06,0.00488447915404329,0.00193005984053471,1.74933609127825e-08,33611.8589096327,0.198629713502229,0.779628068896759,6733
10407_-1703594127_1606848617_457935056_-594465228_-1117860432_492956231,7.31511979252855e-05,1.12986373152089e-06,0.00380532359666038,0.0019641333971159,9.21868170684026e-09,33938.1906129492,0.170418047052537,0.285764613119574,6734
10407_1524149506_-1671983641_-1778310555_-1324156190_762363171_680653794,6.74433833580621e-05,1.26412883617336e-06,0.00474476547443922,0.00057284509430921,1.93861889228951e-08,17996.3613147038,0.183075124971917,0.795482403762854,6735
10407_-1781484044_-74084689_-233756360_-1214865460_-2103483998_1883031256,6.40016905302418e-05,1.64535376030328e-06,0.0027886503114047,0.00196903713684339,2.14217132324e-08,29697.1301960257,0.172104142649003,0.342918711872545,6736
10407_-2050256178_755715929_2078275277_-1822225440_-1257634119_2138946354,6.45250034504746e-05,3.01997978021185e-07,0.00428021350231684,0.00104268431890406,2.35444785155044e-08,13844.1702162781,0.187988368750885,0.613199758846627,6737
10407_1281307403_-1933388956_-357146726_1858937277_1530338174_1122494607,6.05622553176245e-05,1.69797977096317e-06,0.00159115361827156,0.00195588876724698,2.83529845322169e-08,30789.0454045416,0.194846450660142,0.80104940196976,6738
10407_-1987458987_-144625621_-2071358187_-139526796_894002328_-1163232405,7.28294788919361e-05,1.00505431153065e-06,0.00322879796545468,0.00153291559770453,2.13469669906338e-08,19679.2716366379,0.178076982206054,0.83071680579789,6739
10407_1736186944_-793098305_999598516_912563423_-1342212423_-1246325342,7.02562709027504e-05,3.97525263321109e-07,0.00255243549539623,0.00158812295859507,1.52118871279538e-08,22897.6039107056,0.196445312410707,0.255257970863146,6740
10407_945516078_-601771789_808407618_1931252655_428381666_627733227,5.17050476899079e-05,5.4977720828941e-07,0.00166408664046149,0.00180091856330125,2.0875707099176e-08,29274.1432341077,0.172757744509586,0.302489384745968,6741
10407_750816693_-1794235410_650171697_648412195_26073836_-1671344733,6.76982796905457e-05,4.15372693974704e-07,0.00441340181255964,0.00109681246349415,1.53021571431011e-08,27252.6546950159,0.177248463097515,0.719836535505331,6742
10407_-1372139106_-1668878337_17896688_371045412_1051683165_1265225888,5.80124967700684e-05,1.10365292985668e-06,0.00424714299155141,0.000936423448563746,1.6086354592015e-08,17001.5645304907,0.198750778281276,0.549623258496818,6743
10407_185917957_1961636035_1984706187_1259446835_-1238381508_1504827398,8.52011165276187e-05,1.04802839351051e-06,0.0044081459352659,0.00139125502845911,1.31092310000652e-08,10991.9641009715,0.182668294089494,0.627552833037466,6744
10407_-1935383058_-125068829_119652866_1464817932_-1769668118_-1745221934,6.08647385682685e-05,8.78313608695177e-07,0.0030386896392058,0.000533379060025669,2.20434000535901e-08,11050.9363656742,0.173120313870011,0.699302372213076,6745
10407_430495229_-763120414_473231790_-471881843_1471929794_2023319680,5.82701195567375e-05,3.07612852538061e-07,0.00377323502122684,0.000714177598319221,1.32530147751075e-08,33588.1333268824,0.186351486688322,0.828081295928038,6746
10407_-2090810165_716443348_-1947766294_-1307968306_-1759289646_1291438836,6.64239417189598e-05,8.77008189840323e-07,0.00410037038458407,0.00113853834256844,8.74179262360494e-09,28696.1931260322,0.189016125001534,0.6273249723256,6747
10407_-1452855631_-1763609712_1508032265_-1527674664_1389614766_-107667484,6.27298280529804e-05,1.08722134833245e-06,0.0045433440426251,0.000561915116997778,2.78562966341578e-08,23620.1177671865,0.172153881951841,0.80577272217114,6748
10407_59533149_903233697_-1200798542_-1898084673_2079964671_-565196568,9.73928126481097e-05,8.61041432661444e-07,0.00194967913635694,0.000910676695007191,8.7317879444841e-09,14597.3619020307,0.196893009683059,0.471634532257477,6749
10407_-1734391924_755101699_1378649149_-630941480_-1786126059_-812204335,7.13772401787582e-05,7.15329957979122e-07,0.00270462738439286,0.000978761647036747,2.45533304496968e-08,11913.1833594114,0.175352720607888,0.35058466347306,6750
10407_-264615773_465801009_-976204851_235058950_-1499043599_-1642695654,5.22907916058139e-05,1.65814404749341e-06,0.00358439147434926,0.00168375174394803,2.32659621848185e-08,20093.0739950767,0.176083772880657,0.676035385032984,6751
10407_-1638567341_1599190487_31127570_-1992460188_-1862335430_-489284809,6.96770935641888e-05,3.48013172972578e-07,0.00237343998174573,0.00168364874129904,1.33018055355101e-08,32598.0738022742,0.184721577939163,0.945971509834905,6752
10407_-897684777_-1904344967_-1005673517_627938015_12379937_809169902,6.01359466630111e-05,1.33361812919973e-06,0.00477661880762677,0.00198167694405472,1.52182025646544e-08,23719.7334617038,0.178984746733244,0.997034635745182,6753
10407_-1718262679_-1302511927_1314622606_-1413347986_2034857848_1380754974,9.07953028227023e-05,2.95478883349686e-07,0.0043512236347541,0.00189919576386581,1.09404673874646e-08,10546.1598153236,0.173885363712355,0.24196264166869,6754
10407_87335490_-1621459294_-1725375238_1254609934_-932974393_351327444,7.92346761523586e-05,8.67272578330768e-07,0.00448593263661469,0.00106373430398039,1.76139256386589e-08,25788.0755641311,0.190000721222155,0.448555827976175,6755
10407_1256075200_-932845469_-1387434354_2145046133_32097008_-417513404,8.78368597582226e-05,2.57669105744865e-07,0.00503505016086763,0.000542378415211153,1.86476895859177e-08,22400.7829746225,0.195189080053389,0.874596392989816,6756
10407_1833842103_-534496146_2036811213_-1794422889_662972179_1882959350,6.58879622615399e-05,6.78987450589319e-07,0.00229720945123154,0.000794861795241698,2.61638709887106e-08,22958.014007399,0.187000013495995,0.846618112796235,6757
10407_-595231723_1571536648_-2120286587_-305274376_1077668973_-565057631,7.20662376126266e-05,1.33522925121793e-06,0.00272431387278464,0.000891085970026326,2.23667452385899e-08,18700.6114536603,0.199783417626164,0.898708598378033,6758
10407_857375580_-1506075918_1382135757_-336315242_-695975425_754168995,6.88614484340695e-05,1.37247846778946e-06,0.00191266862584462,0.00198467726319037,1.41485320284079e-08,15987.5017393876,0.177638987766562,0.675017383495501,6759
10407_335513514_265429813_-599292356_453451440_799996203_-255825600,6.7003367823393e-05,2.33757561396895e-07,0.00426045793598825,0.000571900324874445,1.49409368729466e-08,33279.8975964892,0.17633934108621,0.536376545629498,6760
10407_-147950664_1737348583_-1832301434_207042131_230593713_1163986896,6.244400075746e-05,1.34230632478013e-06,0.00134413017324134,0.00139229600006215,1.1867675670007e-08,30111.1336172879,0.176756653004357,0.710220507797419,6761
10407_104287421_173665065_1132092635_1266201201_-12540962_-1146887702,7.61457380481489e-05,1.62794465155357e-06,0.00266206949665852,0.00130537158180384,8.56416572511217e-09,21938.8095991593,0.175496367910166,0.128496854544025,6762
10407_-285648666_-1097933071_511878542_-12590585_-1421255102_1261153449,5.46227816227069e-05,3.38990168501027e-07,0.00447606179224298,0.000843104945982068,1.21600104500397e-08,13499.5260589599,0.18842279275483,0.174335831494624,6763
10407_1502838462_-732461925_158534161_850669562_-1781521870_1531779130,9.03612704888016e-05,1.14381664351925e-06,0.00492235021880063,0.00125156225511684,1.82228729941914e-08,11490.3943456088,0.170786401682218,0.912623634457621,6764
10407_-514612965_-1614707437_642665833_-1751800133_465077842_890108971,6.52459893418615e-05,6.93057176203656e-07,0.00135388919678883,0.00171314402468219,2.82090535619012e-08,34022.2128393336,0.171202494014009,0.354061021992225,6765
10407_1208453125_-2018768210_-1142049574_-2073719240_1223229066_31475710,9.06063800696769e-05,1.28298653753594e-06,0.00170331906071168,0.00071613315805825,2.0786200272597e-08,14468.645787202,0.196422255632155,0.433767680161252,6766
10407_2066146635_1356520554_1101099899_631267030_-1979550049_592321068,7.97543774048298e-05,1.28349617143078e-06,0.00293318054304892,0.00135019711703347,1.04451157986462e-08,17538.353894621,0.183251657283361,0.157036821394957,6767
10407_-1167818280_-7152888_1613728037_1114039757_-133232470_-2032252189,9.60885003017339e-05,4.52557793422821e-07,0.00408411461907386,0.00119185916082682,2.56707145328273e-08,17166.6669514433,0.194354454266602,0.46060709243622,6768
10407_-1204825928_242085240_5012577_-367915633_-665975408_668527226,7.99666532844556e-05,2.5196843216381e-07,0.00261129252437929,0.00119659890095779,1.34953863715348e-08,11236.2196016553,0.171650045523622,0.524439650273314,6769
10407_-1500869008_-694287975_1595332598_-1570596356_-1164915697_1627465395,7.24151861888435e-05,1.11908783987528e-06,0.00172670342454501,0.00084719601885144,1.00418380410484e-08,32116.999699004,0.170158967471977,0.426399176263685,6770
10407_1663143432_-828017133_-2069863780_66397818_-92642853_1341437569,6.86574885505328e-05,4.07986148888968e-07,0.00142416079333316,0.000662970954543188,8.12024580597925e-09,23392.0900612972,0.191878460525059,0.173726660613779,6771
10407_-760079781_446043538_-1631597993_-459671814_-1665530012_1949444309,7.87640923198342e-05,1.63120552114563e-06,0.00487915015412171,0.000761856918183517,2.62711386219603e-08,27655.0984860823,0.172742775854621,0.214040358666446,6772
10407_-1364509354_-965319667_1105936367_-1025469100_371267142_-1812165577,5.76057559797185e-05,2.98421942073127e-07,0.00285897257440773,0.000666914994311026,2.30251519274539e-08,12468.5196343472,0.173776511601446,0.762392452801166,6773
